State,Year,Quarter,Pincodes,Transcation_Count,Transcation_Amount
delhi,2021,1,110025,2149774,2920917417.1440935
delhi,2021,1,110085,2084799,3980312902.164116
delhi,2021,2,110006,54888173,88849307061.744
delhi,2021,2,110001,27812030,47085593041.870026
delhi,2021,2,110059,4052872,6828937673.963655
delhi,2021,2,110092,3163351,4866794837.461931
delhi,2021,2,110044,2832954,4116839483.335168
delhi,2021,2,110096,2782115,3579728478.2270203
delhi,2021,2,110086,2638400,4600117752.808466
delhi,2021,2,110084,2220724,3106104150.789544
delhi,2021,2,110043,2144919,3831289083.036586
delhi,2021,2,110094,2055104,4068426801.7544923
delhi,2021,3,110006,77515502,117511789786.6426
delhi,2021,3,110001,37098256,58772291724.99803
delhi,2021,3,110059,5085859,8604119136.980774
delhi,2021,3,110092,4717758,6986398683.703991
delhi,2021,3,110044,3751590,5383137560.067832
delhi,2021,3,110096,3708201,4715948100.740036
delhi,2021,3,110086,3291024,5909926857.842232
delhi,2021,3,110025,2992099,4083552200.602017
delhi,2021,3,110084,2951800,4093050255.6921024
delhi,2021,3,110085,2936940,5522652836.145384
delhi,2021,4,110006,96850347,152021116180.99402
delhi,2021,4,110001,45632512,75082085294.90857
delhi,2021,4,110059,5943757,10518242489.28677
delhi,2021,4,110092,5571112,8499318004.834803
delhi,2021,4,110044,4462678,6696444242.114
delhi,2021,4,110096,4227391,5949257362.615062
delhi,2021,4,110025,3961746,5551790404.003318
delhi,2021,4,110086,3930362,7373955799.234581
delhi,2021,4,110084,3455659,5003762511.4679985
delhi,2021,4,110085,3441469,6668420149.437773
delhi,2022,1,110006,112708284,170854549748.09644
delhi,2022,1,110001,53611907,85366127462.83116
delhi,2022,1,110059,6517564,11297429691.411884
delhi,2022,1,110092,5941201,9009246553.242567
delhi,2022,1,110044,4830269,7219702543.544838
delhi,2022,1,110096,4584596,6478571783.238957
delhi,2022,1,110025,4301886,5948489833.09691
delhi,2022,1,110086,4286737,8020809205.490483
delhi,2022,1,110084,3775690,5458246572.274104
delhi,2022,1,110041,3769917,7362518721.575321
delhi,2022,2,110006,139136098,200269818218.75818
delhi,2022,2,110001,66110858,99696334337.04666
delhi,2022,2,110059,7911848,13229721980.598223
delhi,2022,2,110092,7653561,10718218989.295082
delhi,2022,2,110044,5867922,8271727766.638143
delhi,2022,2,110096,5775974,7492470881.603399
delhi,2022,2,110025,5619553,7230302952.727861
delhi,2022,2,110086,5076095,9266499934.113005
delhi,2022,2,110084,4608613,6338184325.3083315
delhi,2022,2,110085,4554877,8379282455.122171
delhi,2022,3,110006,222465526,294132832922.7636
delhi,2022,3,110001,28526787,37616195388.485214
delhi,2022,3,110011,8581845,11865281418.909304
delhi,2022,3,110059,7992943,13036442355.379208
delhi,2022,3,110092,7839965,10701975487.01072
delhi,2022,3,110091,7698720,10627800097.635551
delhi,2022,3,110041,6489117,11438042921.96499
delhi,2022,3,110044,6061206,8284650031.080469
delhi,2022,3,110096,5849855,7406065685.155811
delhi,2022,3,110025,5742673,7179824596.728046
delhi,2022,4,110006,258183697,349487194869.16797
delhi,2022,4,110001,20480539,26584239117.371742
delhi,2022,4,110091,9548765,13433850052.441826
delhi,2022,4,110059,8586883,14036923423.008097
delhi,2022,4,110092,8283981,11402306752.71709
delhi,2022,4,110025,6561517,7929218428.945629
delhi,2022,4,110044,6470704,8894791105.324623
delhi,2022,4,110041,6313451,11528807332.10993
delhi,2022,4,110096,6216504,8186001224.2181835
delhi,2022,4,110086,5461785,9854330085.819221
goa,2018,1,403401,9837,17568338.79799645
goa,2018,1,403722,9744,11322633.100998443
goa,2018,1,403001,9291,25097908.117774002
goa,2018,1,403516,8665,20955481.734586556
goa,2018,1,403601,7816,15253400.125428408
goa,2018,1,403802,5727,15622484.682305358
goa,2018,1,403507,5612,11326760.334392622
goa,2018,1,403521,5338,9688097.036790483
goa,2018,1,403005,4803,7997260.160450119
goa,2018,1,403804,4750,6591109.622970567
goa,2018,2,403001,14264,42305543.14160389
goa,2018,2,403722,14234,21311964.080055088
goa,2018,2,403401,12720,24033686.038916767
goa,2018,2,403601,12610,25616691.07949473
goa,2018,2,403516,11029,31197737.216437142
goa,2018,2,403802,8562,22358630.0928068
goa,2018,2,403507,8020,16272457.977497825
goa,2018,2,403521,7639,17220070.153678477
goa,2018,2,403804,6900,11804389.773063881
goa,2018,2,403005,5665,11613049.902262434
goa,2018,3,403722,22917,33996326.905014634
goa,2018,3,403001,22113,65175719.31863793
goa,2018,3,403601,17903,40436318.02285242
goa,2018,3,403401,16296,32348257.544165842
goa,2018,3,403516,14608,40797130.68329917
goa,2018,3,403521,11974,24385856.599048506
goa,2018,3,403507,11946,24276446.699803285
goa,2018,3,403802,11877,35494034.94870578
goa,2018,3,403710,10563,13827083.058513794
goa,2018,3,403804,8901,15925722.27251947
goa,2018,4,403722,35544,50505207.291698724
goa,2018,4,403001,32336,92617451.5407976
goa,2018,4,403516,28227,80392196.0785678
goa,2018,4,403601,26619,61260100.20156902
goa,2018,4,403401,25089,52196415.07646713
goa,2018,4,403521,18212,42707960.5111669
goa,2018,4,403507,17757,39324040.12836148
goa,2018,4,403802,16922,45556297.049840055
goa,2018,4,403710,14586,20619676.600668464
goa,2018,4,403515,12864,36191963.10593755
goa,2019,1,403722,52100,65683966.67567325
goa,2019,1,403516,49429,120568641.04708979
goa,2019,1,403001,48157,117126419.80409841
goa,2019,1,403601,40500,72041015.08431391
goa,2019,1,403401,34688,69409662.83687635
goa,2019,1,403507,25462,54691868.07654284
goa,2019,1,403521,24945,51936751.3167674
goa,2019,1,403802,23939,57966580.45296638
goa,2019,1,403710,19391,25831797.922720797
goa,2019,1,403515,18550,50212250.01811467
goa,2019,2,403516,57502,140158213.78222042
goa,2019,2,403001,50187,132034209.74153921
goa,2019,2,403722,46052,69733882.07660605
goa,2019,2,403601,44713,84650318.23221943
goa,2019,2,403401,35486,73280500.60831174
goa,2019,2,403802,26923,62896772.91372284
goa,2019,2,403521,26720,60016280.44808927
goa,2019,2,403507,26362,55923459.27119877
goa,2019,2,403005,22682,46886341.52291346
goa,2019,2,403515,19989,53445689.19045977
goa,2019,3,403001,76717,190634992.80205646
goa,2019,3,403516,72782,153953785.33328107
goa,2019,3,403601,65384,112165356.47320148
goa,2019,3,403722,58525,81441507.5393357
goa,2019,3,403401,53766,100238324.18056624
goa,2019,3,403521,43429,77069541.92646293
goa,2019,3,403507,39517,70585529.42320849
goa,2019,3,403802,38669,80096433.45362031
goa,2019,3,403515,27668,61086760.88481556
goa,2019,3,403005,27014,66619911.01644364
goa,2019,4,403516,135378,292464329.40128493
goa,2019,4,403001,106136,274328742.6405559
goa,2019,4,403601,82485,154011504.60519874
goa,2019,4,403722,69794,101338410.79671639
goa,2019,4,403401,67906,126015373.96237186
goa,2019,4,403521,62840,110927788.74862257
goa,2019,4,403507,55086,106950656.23655891
goa,2019,4,403802,47438,99171215.86013775
goa,2019,4,403515,45767,103157548.62163651
goa,2019,4,403509,44608,88622164.20410326
goa,2020,1,403516,191898,368233387.98176056
goa,2020,1,403001,181964,419066205.0266466
goa,2020,1,403601,92215,169975147.56472602
goa,2020,1,403401,87357,151470379.04268157
goa,2020,1,403722,77810,107097598.3548781
goa,2020,1,403521,74055,124787715.79154593
goa,2020,1,403507,66856,120959303.59654321
goa,2020,1,403515,59435,129517496.98445582
goa,2020,1,403509,59406,109711951.40708037
goa,2020,1,403802,58884,120845363.58208416
goa,2020,2,403001,104077,201722910.30992788
goa,2020,2,403401,82301,131689536.39495003
goa,2020,2,403601,81918,132438816.34414929
goa,2020,2,403722,74903,96657132.99605414
goa,2020,2,403802,61104,118807661.66847572
goa,2020,2,403507,59280,90142313.17402735
goa,2020,2,403521,53506,69189469.4578091
goa,2020,2,403710,42485,54164312.08651282
goa,2020,2,403512,37359,50467381.80841158
goa,2020,2,403516,36500,49911400.72982073
goa,2020,3,403001,290028,642201696.1086454
goa,2020,3,403601,108610,201400826.61977273
goa,2020,3,403401,102498,187564533.42317834
goa,2020,3,403722,98151,137838508.5320889
goa,2020,3,403802,82424,169072236.57004094
goa,2020,3,403507,72366,123686880.73359972
goa,2020,3,403521,55838,87669159.90367323
goa,2020,3,403710,49056,66953740.986312434
goa,2020,3,403801,47326,88705938.65996572
goa,2020,3,403512,39780,64358559.460581675
goa,2020,4,403001,442303,1003262762.8099118
goa,2020,4,403516,341199,647782223.4899273
goa,2020,4,403601,185424,336967381.7900932
goa,2020,4,403401,163622,298007827.74816597
goa,2020,4,403722,158787,207336070.7699212
goa,2020,4,403802,140557,255249103.41848332
goa,2020,4,403507,127715,227370371.3648451
goa,2020,4,403509,122477,216907309.71941936
goa,2020,4,403518,109287,204571207.0442194
goa,2020,4,403521,108192,198701199.0398263
goa,2021,1,403001,900379,1813311525.497085
goa,2021,1,403516,608783,1124876181.580154
goa,2021,1,403509,219443,342997313.27164125
goa,2021,1,403601,216236,392116727.1101128
goa,2021,1,403518,198518,343463927.6784506
goa,2021,1,403401,194115,355392238.3083636
goa,2021,1,403515,174697,370042392.7646188
goa,2021,1,403722,171177,217740794.93573526
goa,2021,1,403802,159496,283329944.4390445
goa,2021,1,403507,154751,292443367.5895457
goa,2021,2,403001,1001588,1763922715.9206922
goa,2021,2,403601,223522,384320497.3764209
goa,2021,2,403401,221939,398131964.4125824
goa,2021,2,403516,193862,342436816.4245352
goa,2021,2,403722,190515,229145844.03707737
goa,2021,2,403802,168897,286209153.45422065
goa,2021,2,403507,140659,261136158.75062644
goa,2021,2,403521,121990,201416435.32689095
goa,2021,2,403512,110023,182998989.97435188
goa,2021,2,403706,103193,169324337.47858804
goa,2021,3,403001,1269330,2044070749.06711
goa,2021,3,403516,395262,638515757.9112428
goa,2021,3,403601,317882,555045295.1688402
goa,2021,3,403401,286827,512751065.2781217
goa,2021,3,403722,251178,289428212.9580049
goa,2021,3,403802,237796,371935773.5213637
goa,2021,3,403507,204635,367216100.16554654
goa,2021,3,403509,164288,246987777.71069813
goa,2021,3,403521,154967,238410595.37245578
goa,2021,3,403512,142394,230076995.43356198
goa,2021,4,403001,1935051,3497234194.7621446
goa,2021,4,403516,1192672,2016364161.2772582
goa,2021,4,403601,464535,800465316.2670435
goa,2021,4,403509,437149,679267238.5503191
goa,2021,4,403401,401455,707421144.5787781
goa,2021,4,403518,399671,642590923.3267617
goa,2021,4,403515,367244,714821614.0033742
goa,2021,4,403802,329794,511366456.2412397
goa,2021,4,403507,324042,563749463.5254459
goa,2021,4,403722,321484,375250790.9597401
goa,2022,1,403001,2218382,3849342160.883536
goa,2022,1,403516,1184397,1857474633.5399528
goa,2022,1,403601,520482,871831234.4884224
goa,2022,1,403401,448371,779844720.1042322
goa,2022,1,403509,431325,631078591.084168
goa,2022,1,403518,389844,583453717.5851089
goa,2022,1,403802,383586,579215263.7718663
goa,2022,1,403507,375607,633332980.3002012
goa,2022,1,403515,366783,668639001.0601594
goa,2022,1,403722,352413,387050031.81609297
goa,2022,2,403001,2800103,4813402074.055575
goa,2022,2,403516,1439820,2301577602.2906885
goa,2022,2,403601,607869,1021676601.4450332
goa,2022,2,403401,507069,846827682.8290693
goa,2022,2,403518,478632,716800766.1650076
goa,2022,2,403802,451143,662134760.2385962
goa,2022,2,403509,447804,669655284.3656847
goa,2022,2,403507,428555,712951425.2703474
goa,2022,2,403722,417201,432896368.2479522
goa,2022,2,403515,416577,744458372.7928652
goa,2022,3,403001,1365759,2544949835.9234076
goa,2022,3,403516,1074672,1660765761.4184957
goa,2022,3,403802,845280,1075071142.666737
goa,2022,3,403601,718426,1066730836.1970854
goa,2022,3,403401,551495,914585154.5429705
goa,2022,3,403722,451398,429256606.0564636
goa,2022,3,403509,443250,610242800.8031936
goa,2022,3,403507,422461,646755952.0664686
goa,2022,3,403518,374000,549619765.7036223
goa,2022,3,403521,365018,603704117.7635392
goa,2022,4,403516,1982311,2953947926.863951
goa,2022,4,403001,1382900,2655630408.285596
goa,2022,4,403802,1111346,1351437573.5668936
goa,2022,4,403401,731429,946991512.7773011
goa,2022,4,403509,719878,989478996.6576272
goa,2022,4,403601,719116,1147530118.0159225
goa,2022,4,403518,600002,882873127.7779348
goa,2022,4,403515,595491,1028478412.8185902
goa,2022,4,403507,540506,830155737.7467749
goa,2022,4,403722,487326,460166681.4025325
gujarat,2018,1,380018,423426,548596428.2702155
gujarat,2018,1,395006,162301,214720347.17411375
gujarat,2018,1,396427,97285,157954445.4003239
gujarat,2018,1,395010,86146,142239271.32561636
gujarat,2018,1,395004,78757,100474271.98392478
gujarat,2018,1,395003,66702,100596288.07336298
gujarat,2018,1,394210,66248,82245289.39079314
gujarat,2018,1,390001,56611,94766734.49864133
gujarat,2018,1,382350,55680,80257787.10926825
gujarat,2018,1,396191,47965,57243133.692310214
gujarat,2018,2,380018,463754,758307877.4611406
gujarat,2018,2,395006,209888,358374308.1652395
gujarat,2018,2,396427,113375,215785248.7215302
gujarat,2018,2,395010,113092,221120822.8047099
gujarat,2018,2,395004,102439,155559046.0178629
gujarat,2018,2,395003,89555,159215956.5852164
gujarat,2018,2,394210,87640,137096417.11532813
gujarat,2018,2,382350,72723,134999275.2524975
gujarat,2018,2,390001,69104,130748423.42890328
gujarat,2018,2,396191,62943,93492040.44125229
gujarat,2018,3,380018,573722,975939712.0372305
gujarat,2018,3,395006,341229,528128894.3274231
gujarat,2018,3,395010,164704,321229121.24541855
gujarat,2018,3,384265,160159,133759995.30954562
gujarat,2018,3,396427,148798,279902861.96445787
gujarat,2018,3,395004,132285,211659006.6847221
gujarat,2018,3,382350,127567,205675497.3388766
gujarat,2018,3,394210,119802,204135398.43183005
gujarat,2018,3,380006,117394,145133455.7465284
gujarat,2018,3,364002,113276,120633436.64904562
gujarat,2018,4,380018,643919,1173940659.2927508
gujarat,2018,4,395006,290080,585125926.221817
gujarat,2018,4,380015,191363,233202833.5228809
gujarat,2018,4,395010,181745,420010935.6893592
gujarat,2018,4,396427,167118,336454142.6706798
gujarat,2018,4,394210,165510,290783624.61075425
gujarat,2018,4,380006,153060,180131636.0909396
gujarat,2018,4,395004,142927,270933948.97170943
gujarat,2018,4,380013,134136,198342421.48948702
gujarat,2018,4,382350,132479,241597813.10561174
gujarat,2019,1,380018,2317295,3602207468.4702206
gujarat,2019,1,396427,890893,1531665516.997067
gujarat,2019,1,395006,443006,790759656.5338777
gujarat,2019,1,395010,267174,574170903.883326
gujarat,2019,1,380015,266446,318287526.0636297
gujarat,2019,1,394210,246614,408334960.990163
gujarat,2019,1,380006,236157,244252561.73802507
gujarat,2019,1,382170,227798,137427186.56227446
gujarat,2019,1,382350,218022,342251658.5039515
gujarat,2019,1,382721,214453,219548042.30027515
gujarat,2019,2,380018,6034737,10446888963.74205
gujarat,2019,2,396427,2916057,5041854311.531418
gujarat,2019,2,395006,414968,854364539.6318631
gujarat,2019,2,390001,371756,710427162.5134758
gujarat,2019,2,380015,310956,377611674.6124442
gujarat,2019,2,395010,269037,646042461.9564029
gujarat,2019,2,382350,250084,428354146.0705642
gujarat,2019,2,394210,233974,432171835.7451432
gujarat,2019,2,380013,232824,324425407.9813392
gujarat,2019,2,360001,226802,488659458.52287734
gujarat,2019,3,380018,5791776,11683489722.006363
gujarat,2019,3,396427,2710512,5525461372.553297
gujarat,2019,3,395006,571069,1020660013.5659819
gujarat,2019,3,382350,505956,578410997.8494031
gujarat,2019,3,380015,455273,513590650.8654868
gujarat,2019,3,395010,388138,760839791.4845159
gujarat,2019,3,380006,381862,367381983.46705395
gujarat,2019,3,390001,363966,724895033.5052948
gujarat,2019,3,380013,362107,449461796.678245
gujarat,2019,3,384265,342874,237505556.90335196
gujarat,2019,4,380018,5745525,13811436405.017286
gujarat,2019,4,396427,2626585,6276237298.1199665
gujarat,2019,4,380001,917461,1982009967.083078
gujarat,2019,4,395006,552565,1165745706.8077176
gujarat,2019,4,380015,456655,603831544.2345533
gujarat,2019,4,382350,443472,723663765.6381704
gujarat,2019,4,395010,414070,969707102.8092742
gujarat,2019,4,390001,409081,911892156.7415185
gujarat,2019,4,394210,399705,691387341.6253154
gujarat,2019,4,380013,375531,544424446.2835009
gujarat,2020,1,380001,8107941,19966510984.145233
gujarat,2020,1,395003,1402174,3734403306.611532
gujarat,2020,1,395006,645971,1376735168.0980968
gujarat,2020,1,394210,482947,826191937.9135685
gujarat,2020,1,395010,467039,1104136613.570354
gujarat,2020,1,382350,458474,805095627.7104974
gujarat,2020,1,380015,446819,613341505.6976718
gujarat,2020,1,390001,443684,1063446407.770895
gujarat,2020,1,396191,437499,806573971.3800502
gujarat,2020,1,382481,401588,634964140.7000988
gujarat,2020,2,380001,8490730,21210698645.19712
gujarat,2020,2,395003,1197439,2801531524.2471943
gujarat,2020,2,394210,491210,606798458.849022
gujarat,2020,2,396191,389735,594630553.6467059
gujarat,2020,2,382350,357734,586144259.7176538
gujarat,2020,2,395006,352149,635866692.5254682
gujarat,2020,2,382345,350621,516910883.211991
gujarat,2020,2,382481,345147,533416336.1128773
gujarat,2020,2,385535,327067,647032195.1776508
gujarat,2020,2,382415,323936,474684195.07314795
gujarat,2020,3,380001,9734185,23152428012.586617
gujarat,2020,3,395003,1716356,4234790100.810323
gujarat,2020,3,390001,627631,1424719677.8692636
gujarat,2020,3,382350,578686,1113711569.84419
gujarat,2020,3,394210,550490,886152709.4698042
gujarat,2020,3,382481,524777,845606210.1047603
gujarat,2020,3,395006,510309,1172713512.3121746
gujarat,2020,3,382415,496061,936821603.6409987
gujarat,2020,3,396191,472523,822408153.032152
gujarat,2020,3,382330,468060,764094963.3973218
gujarat,2020,4,380001,9350995,21416748946.661865
gujarat,2020,4,395003,1883053,4437573255.564674
gujarat,2020,4,395006,906415,2189038301.3950315
gujarat,2020,4,394210,873023,1552178295.1246743
gujarat,2020,4,395010,806607,2069118073.3934765
gujarat,2020,4,382350,767783,1609402841.7257638
gujarat,2020,4,396191,719120,1259192375.812294
gujarat,2020,4,382481,701479,1196545943.7051742
gujarat,2020,4,390001,673078,1380721096.4707134
gujarat,2020,4,382415,647735,1327210543.6322489
gujarat,2021,1,380001,18692590,35260703527.42645
gujarat,2021,1,395003,3574224,7507189908.415331
gujarat,2021,1,390001,1309805,2380240591.7761126
gujarat,2021,1,395006,963950,2502491532.126816
gujarat,2021,1,394210,950097,1802808593.838027
gujarat,2021,1,395010,878617,2401387485.5382814
gujarat,2021,1,382350,815835,1752170004.0804417
gujarat,2021,1,396191,790429,1448287577.9135673
gujarat,2021,1,382481,775937,1349941435.8072865
gujarat,2021,1,380058,734115,1153029837.9890175
gujarat,2021,2,380001,24909165,44195604124.56421
gujarat,2021,2,395003,4621785,9016187582.009258
gujarat,2021,2,390001,1618101,2869957546.5403905
gujarat,2021,2,394210,1062648,1935669455.4092746
gujarat,2021,2,395006,1007064,2610546973.3214808
gujarat,2021,2,396191,906437,1642806528.937462
gujarat,2021,2,382350,873810,1967989705.1061916
gujarat,2021,2,395010,863020,2239159842.8368225
gujarat,2021,2,382481,820491,1464989667.8322325
gujarat,2021,2,382415,766476,1605513889.561928
gujarat,2021,3,380001,31818742,53859258361.39296
gujarat,2021,3,395003,6110686,11411418002.110046
gujarat,2021,3,390001,2114178,3543368722.384379
gujarat,2021,3,394210,1473699,2595023023.418545
gujarat,2021,3,395006,1425854,3478372396.661721
gujarat,2021,3,395010,1328803,3408425378.6626863
gujarat,2021,3,396191,1293900,2251720652.0150137
gujarat,2021,3,382350,1186041,2576358355.0277
gujarat,2021,3,382481,1110949,1908418888.2582488
gujarat,2021,3,380058,1088931,1661421897.5552168
gujarat,2021,4,380001,37718845,64984430216.761955
gujarat,2021,4,395003,7475140,14043446799.48725
gujarat,2021,4,390001,2507434,4187997719.199603
gujarat,2021,4,394210,1954597,3498917760.7223473
gujarat,2021,4,396191,1679940,2963843659.0427732
gujarat,2021,4,395006,1621078,4073017934.990554
gujarat,2021,4,395010,1581216,4182383437.7399592
gujarat,2021,4,382350,1381825,3165595986.6160836
gujarat,2021,4,380058,1315637,2022465114.1169388
gujarat,2021,4,382481,1302331,2292362154.279738
gujarat,2022,1,380001,43066167,73237978832.22348
gujarat,2022,1,395003,8742989,16336269012.02546
gujarat,2022,1,390001,2853620,4715530989.557235
gujarat,2022,1,394210,2346308,4212046726.0476465
gujarat,2022,1,395006,1980697,4894153433.470372
gujarat,2022,1,396191,1959137,3483344352.0207405
gujarat,2022,1,395010,1896179,5103638173.022648
gujarat,2022,1,385535,1630473,3867046789.561491
gujarat,2022,1,382350,1572296,3569714791.1866403
gujarat,2022,1,385001,1532483,3286287009.2220364
gujarat,2022,2,380001,52753664,84432798058.52104
gujarat,2022,2,395003,10672645,18758395287.861027
gujarat,2022,2,390001,3369020,5305843470.404314
gujarat,2022,2,394210,2777449,4898335956.672746
gujarat,2022,2,396191,2335854,3880649447.3451133
gujarat,2022,2,395006,2324015,5379127575.200686
gujarat,2022,2,395010,2256180,5670502737.641578
gujarat,2022,2,385535,2022153,4444364110.485488
gujarat,2022,2,385001,1838275,3754171188.3705053
gujarat,2022,2,382350,1836488,4063455499.5444765
gujarat,2022,3,380001,69641063,102800764086.34274
gujarat,2022,3,395003,17475931,27657120519.506294
gujarat,2022,3,390001,9500153,13357107455.6829
gujarat,2022,3,396191,3727566,5404237251.695282
gujarat,2022,3,394210,3018669,5000124611.505702
gujarat,2022,3,360001,2911413,5022471536.518374
gujarat,2022,3,392001,2835979,3884366869.986515
gujarat,2022,3,395006,2503127,5423716764.026315
gujarat,2022,3,395010,2433767,5701142499.951949
gujarat,2022,3,385535,2366098,4957155043.116726
gujarat,2022,4,380001,82141571,124501769828.67831
gujarat,2022,4,395003,20372857,32306602076.931435
gujarat,2022,4,390001,6233032,9405707962.878475
gujarat,2022,4,392001,6146132,8699061457.427103
gujarat,2022,4,396191,4488548,6401533326.23485
gujarat,2022,4,360001,3551353,6259053744.202771
gujarat,2022,4,394210,3449932,5509684302.628181
gujarat,2022,4,395010,2565136,5999191728.470708
gujarat,2022,4,385001,2508889,5036063890.269462
gujarat,2022,4,385535,2475780,5333291153.161168
haryana,2018,1,122006,328965,497159951.36888236
haryana,2018,1,122001,181309,316977079.5953678
haryana,2018,1,122051,125513,177386117.4944107
haryana,2018,1,121004,100740,138495399.9352557
haryana,2018,1,122002,99921,205984533.53854018
haryana,2018,1,121008,97586,150995888.95033914
haryana,2018,1,121003,96271,125957155.00619048
haryana,2018,1,122004,89526,113585852.93917108
haryana,2018,1,122016,85989,135881032.7456196
haryana,2018,1,121001,68083,117861713.17230153
haryana,2018,2,122006,371438,691480831.8004122
haryana,2018,2,122001,262684,514731354.174217
haryana,2018,2,122051,160606,266390779.8519504
haryana,2018,2,122002,153438,339532002.2969342
haryana,2018,2,121004,136727,220212475.75836295
haryana,2018,2,121008,122917,224837881.84669778
haryana,2018,2,121003,122508,201500615.63492683
haryana,2018,2,122004,119955,185267179.18462908
haryana,2018,2,122016,117838,214560096.63941285
haryana,2018,2,124001,99005,226416189.28992113
haryana,2018,3,122006,517657,857203811.0603806
haryana,2018,3,122001,411984,749061449.0431736
haryana,2018,3,122002,261912,483746044.5584421
haryana,2018,3,122051,220903,379695985.8156146
haryana,2018,3,121004,190648,317188533.3803125
haryana,2018,3,121003,185305,292496276.8923502
haryana,2018,3,122016,178090,298978870.02390015
haryana,2018,3,121008,167114,274820322.7130353
haryana,2018,3,121001,166380,269844404.78730685
haryana,2018,3,122004,161872,259589993.34955308
haryana,2018,4,122001,694431,1148743178.0424545
haryana,2018,4,122006,668486,1394479164.459892
haryana,2018,4,121001,455463,480043693.7631273
haryana,2018,4,122002,452206,711326593.8976194
haryana,2018,4,121004,399918,549162202.9242527
haryana,2018,4,121003,386737,492239352.95115876
haryana,2018,4,122051,352201,584037252.0297179
haryana,2018,4,122016,312023,445338384.79740095
haryana,2018,4,121005,269715,294522346.8924086
haryana,2018,4,122004,267571,407569713.3937744
haryana,2019,1,122001,1279353,1610690538.7799742
haryana,2019,1,122006,880058,1428264665.9047258
haryana,2019,1,122051,817073,794561733.7437794
haryana,2019,1,122002,789141,1002099487.8837936
haryana,2019,1,121003,769266,741073594.0128617
haryana,2019,1,122016,744648,703042567.6273274
haryana,2019,1,121004,720302,831357876.5792357
haryana,2019,1,121001,708251,704068641.0203376
haryana,2019,1,122004,662645,612469489.2877004
haryana,2019,1,121005,553358,468262845.4221776
haryana,2019,2,122001,1302753,1838034558.5348384
haryana,2019,2,122006,940668,1554503850.6152406
haryana,2019,2,122002,911727,1139371158.5132747
haryana,2019,2,124001,877416,2246456121.5112395
haryana,2019,2,121004,698826,976470113.4041274
haryana,2019,2,121003,677850,828275878.5055162
haryana,2019,2,132103,670081,1712719369.7588072
haryana,2019,2,121001,667041,825738565.1967301
haryana,2019,2,122016,640667,724809910.8113816
haryana,2019,2,122051,564646,787573380.4633768
haryana,2019,3,122001,1877930,2432566276.474442
haryana,2019,3,122002,1399250,1573185482.5431833
haryana,2019,3,122006,1207075,1953673221.266467
haryana,2019,3,121004,977444,1275466113.3384454
haryana,2019,3,121003,938636,1113320557.3091245
haryana,2019,3,122016,885166,904423422.150563
haryana,2019,3,124001,865290,2531866859.4559975
haryana,2019,3,122003,863587,944248709.5547854
haryana,2019,3,121001,847780,1067565490.8536928
haryana,2019,3,122051,692403,925742530.7095766
haryana,2019,4,122001,2314018,3045015311.5663037
haryana,2019,4,122002,1769062,1943714721.813477
haryana,2019,4,122006,1424982,2468846799.4622493
haryana,2019,4,121004,1156537,1751147693.5036433
haryana,2019,4,122016,1146861,1144189943.3180332
haryana,2019,4,122003,1128922,1182540896.5590973
haryana,2019,4,121003,1104524,1472893260.2857537
haryana,2019,4,124001,1065817,3256517915.957159
haryana,2019,4,121001,945366,1410963051.5909138
haryana,2019,4,122051,916246,1174287255.9938185
haryana,2020,1,122001,2518796,3354781267.9480944
haryana,2020,1,122002,1915654,2090009620.3531978
haryana,2020,1,122006,1598872,2914095032.706275
haryana,2020,1,124001,1380556,4143138709.6008005
haryana,2020,1,121004,1349793,2101900964.468028
haryana,2020,1,122016,1268953,1255223100.2102506
haryana,2020,1,121003,1226004,1698759221.6396737
haryana,2020,1,122003,1219398,1314632822.859527
haryana,2020,1,131001,1108960,3223842730.7914
haryana,2020,1,132103,1090760,3197522433.722085
haryana,2020,2,122001,1787578,2362256339.0022526
haryana,2020,2,124001,1535139,4695159344.118012
haryana,2020,2,121004,1431346,2078331203.7373283
haryana,2020,2,122006,1319926,2300931577.314651
haryana,2020,2,121003,1307232,1587793505.5677106
haryana,2020,2,132103,1224161,3645484786.66008
haryana,2020,2,121102,1063421,1815882007.778651
haryana,2020,2,122002,1052364,1060760817.6803432
haryana,2020,2,131001,1038150,2903593989.492062
haryana,2020,2,121001,910818,1395961307.3787785
haryana,2020,3,122001,2750040,3736046139.5409055
haryana,2020,3,121004,2053928,3228620246.4514713
haryana,2020,3,122006,1981736,3394885969.826559
haryana,2020,3,121003,1700050,2309907147.949795
haryana,2020,3,122051,1555592,1695575689.0567956
haryana,2020,3,122002,1489017,1612712258.6504383
haryana,2020,3,131001,1480219,3915627781.899307
haryana,2020,3,121102,1415060,2449818178.4902806
haryana,2020,3,121001,1384943,2303315107.9209466
haryana,2020,3,121002,1337518,2400460565.4784913
haryana,2020,4,122001,4178803,5577129263.803511
haryana,2020,4,122006,2942150,4657968623.146901
haryana,2020,4,121004,2927164,4900191241.973782
haryana,2020,4,122002,2505152,2626648950.0504613
haryana,2020,4,121003,2423115,3461817063.8688326
haryana,2020,4,122051,2218449,2493078126.41251
haryana,2020,4,121001,1991396,3435441720.027669
haryana,2020,4,121102,1973371,3709174657.0512877
haryana,2020,4,122004,1817807,2080395784.3369126
haryana,2020,4,121002,1658861,2966290678.7202406
haryana,2021,1,122001,4506450,5997258111.473646
