State,Year,Quarter,Pincode,No_of_Regusers
dadra-&-nagar-haveli-&-daman-&-diu,2019,1,396210,32703
dadra-&-nagar-haveli-&-daman-&-diu,2019,1,396215,18018
dadra-&-nagar-haveli-&-daman-&-diu,2019,1,396235,14419
dadra-&-nagar-haveli-&-daman-&-diu,2019,1,362520,2879
dadra-&-nagar-haveli-&-daman-&-diu,2019,1,362571,1582
dadra-&-nagar-haveli-&-daman-&-diu,2019,1,362540,842
dadra-&-nagar-haveli-&-daman-&-diu,2019,1,396220,372
dadra-&-nagar-haveli-&-daman-&-diu,2019,1,362570,149
dadra-&-nagar-haveli-&-daman-&-diu,2019,2,396230,78132
dadra-&-nagar-haveli-&-daman-&-diu,2019,2,396210,37160
dadra-&-nagar-haveli-&-daman-&-diu,2019,2,396215,20428
dadra-&-nagar-haveli-&-daman-&-diu,2019,2,396235,16250
dadra-&-nagar-haveli-&-daman-&-diu,2019,2,362520,3291
dadra-&-nagar-haveli-&-daman-&-diu,2019,2,362571,1785
dadra-&-nagar-haveli-&-daman-&-diu,2019,2,362540,947
dadra-&-nagar-haveli-&-daman-&-diu,2019,2,396220,417
dadra-&-nagar-haveli-&-daman-&-diu,2019,2,362570,170
dadra-&-nagar-haveli-&-daman-&-diu,2019,3,396230,87039
dadra-&-nagar-haveli-&-daman-&-diu,2019,3,396210,41395
dadra-&-nagar-haveli-&-daman-&-diu,2019,3,396215,22996
dadra-&-nagar-haveli-&-daman-&-diu,2019,3,396235,18290
dadra-&-nagar-haveli-&-daman-&-diu,2019,3,362520,3618
dadra-&-nagar-haveli-&-daman-&-diu,2019,3,362571,1908
dadra-&-nagar-haveli-&-daman-&-diu,2019,3,362540,1044
dadra-&-nagar-haveli-&-daman-&-diu,2019,3,396220,463
dadra-&-nagar-haveli-&-daman-&-diu,2019,3,362570,176
dadra-&-nagar-haveli-&-daman-&-diu,2019,4,396230,97116
dadra-&-nagar-haveli-&-daman-&-diu,2019,4,396210,46041
dadra-&-nagar-haveli-&-daman-&-diu,2019,4,396215,25932
dadra-&-nagar-haveli-&-daman-&-diu,2019,4,396235,20689
dadra-&-nagar-haveli-&-daman-&-diu,2019,4,362520,3953
dadra-&-nagar-haveli-&-daman-&-diu,2019,4,362571,2041
dadra-&-nagar-haveli-&-daman-&-diu,2019,4,362540,1138
dadra-&-nagar-haveli-&-daman-&-diu,2019,4,396220,497
dadra-&-nagar-haveli-&-daman-&-diu,2019,4,362570,191
dadra-&-nagar-haveli-&-daman-&-diu,2020,1,396230,107112
dadra-&-nagar-haveli-&-daman-&-diu,2020,1,396210,50829
dadra-&-nagar-haveli-&-daman-&-diu,2020,1,396215,28959
dadra-&-nagar-haveli-&-daman-&-diu,2020,1,396235,23143
dadra-&-nagar-haveli-&-daman-&-diu,2020,1,362520,4269
dadra-&-nagar-haveli-&-daman-&-diu,2020,1,362571,2223
dadra-&-nagar-haveli-&-daman-&-diu,2020,1,362540,1217
dadra-&-nagar-haveli-&-daman-&-diu,2020,1,396220,541
dadra-&-nagar-haveli-&-daman-&-diu,2020,1,362570,203
dadra-&-nagar-haveli-&-daman-&-diu,2020,2,396230,119858
dadra-&-nagar-haveli-&-daman-&-diu,2020,2,396210,56796
dadra-&-nagar-haveli-&-daman-&-diu,2020,2,396215,32569
dadra-&-nagar-haveli-&-daman-&-diu,2020,2,396235,26145
dadra-&-nagar-haveli-&-daman-&-diu,2020,2,362520,4635
dadra-&-nagar-haveli-&-daman-&-diu,2020,2,362571,2541
dadra-&-nagar-haveli-&-daman-&-diu,2020,2,362540,1398
dadra-&-nagar-haveli-&-daman-&-diu,2020,2,396220,651
dadra-&-nagar-haveli-&-daman-&-diu,2020,2,362570,221
dadra-&-nagar-haveli-&-daman-&-diu,2020,3,396230,131460
dadra-&-nagar-haveli-&-daman-&-diu,2020,3,396210,61967
dadra-&-nagar-haveli-&-daman-&-diu,2020,3,396215,35428
dadra-&-nagar-haveli-&-daman-&-diu,2020,3,396235,28723
dadra-&-nagar-haveli-&-daman-&-diu,2020,3,362520,5010
dadra-&-nagar-haveli-&-daman-&-diu,2020,3,362571,2821
dadra-&-nagar-haveli-&-daman-&-diu,2020,3,362540,1581
dadra-&-nagar-haveli-&-daman-&-diu,2020,3,396220,713
dadra-&-nagar-haveli-&-daman-&-diu,2020,3,362570,243
dadra-&-nagar-haveli-&-daman-&-diu,2020,4,396230,145541
dadra-&-nagar-haveli-&-daman-&-diu,2020,4,396210,68594
dadra-&-nagar-haveli-&-daman-&-diu,2020,4,396215,39109
dadra-&-nagar-haveli-&-daman-&-diu,2020,4,396235,31891
dadra-&-nagar-haveli-&-daman-&-diu,2020,4,362520,5447
dadra-&-nagar-haveli-&-daman-&-diu,2020,4,362571,3079
dadra-&-nagar-haveli-&-daman-&-diu,2020,4,362540,1750
dadra-&-nagar-haveli-&-daman-&-diu,2020,4,396220,808
dadra-&-nagar-haveli-&-daman-&-diu,2020,4,362570,274
dadra-&-nagar-haveli-&-daman-&-diu,2021,1,396230,157679
dadra-&-nagar-haveli-&-daman-&-diu,2021,1,396210,74340
dadra-&-nagar-haveli-&-daman-&-diu,2021,1,396215,42510
dadra-&-nagar-haveli-&-daman-&-diu,2021,1,396235,34583
dadra-&-nagar-haveli-&-daman-&-diu,2021,1,362520,5885
dadra-&-nagar-haveli-&-daman-&-diu,2021,1,362571,3337
dadra-&-nagar-haveli-&-daman-&-diu,2021,1,362540,1890
dadra-&-nagar-haveli-&-daman-&-diu,2021,1,396220,878
dadra-&-nagar-haveli-&-daman-&-diu,2021,1,362570,294
dadra-&-nagar-haveli-&-daman-&-diu,2021,2,396230,169433
dadra-&-nagar-haveli-&-daman-&-diu,2021,2,396210,79673
dadra-&-nagar-haveli-&-daman-&-diu,2021,2,396215,45646
dadra-&-nagar-haveli-&-daman-&-diu,2021,2,396235,37083
dadra-&-nagar-haveli-&-daman-&-diu,2021,2,362520,6307
dadra-&-nagar-haveli-&-daman-&-diu,2021,2,362571,3577
dadra-&-nagar-haveli-&-daman-&-diu,2021,2,362540,2027
dadra-&-nagar-haveli-&-daman-&-diu,2021,2,396220,939
dadra-&-nagar-haveli-&-daman-&-diu,2021,2,362570,309
dadra-&-nagar-haveli-&-daman-&-diu,2021,3,396230,182708
dadra-&-nagar-haveli-&-daman-&-diu,2021,3,396210,85704
dadra-&-nagar-haveli-&-daman-&-diu,2021,3,396215,49261
dadra-&-nagar-haveli-&-daman-&-diu,2021,3,396235,40023
dadra-&-nagar-haveli-&-daman-&-diu,2021,3,362520,6787
dadra-&-nagar-haveli-&-daman-&-diu,2021,3,362571,3850
dadra-&-nagar-haveli-&-daman-&-diu,2021,3,362540,2189
dadra-&-nagar-haveli-&-daman-&-diu,2021,3,396220,1011
dadra-&-nagar-haveli-&-daman-&-diu,2021,3,362570,341
dadra-&-nagar-haveli-&-daman-&-diu,2021,4,396230,196135
dadra-&-nagar-haveli-&-daman-&-diu,2021,4,396210,91807
dadra-&-nagar-haveli-&-daman-&-diu,2021,4,396215,52915
dadra-&-nagar-haveli-&-daman-&-diu,2021,4,396235,42975
dadra-&-nagar-haveli-&-daman-&-diu,2021,4,362520,7231
dadra-&-nagar-haveli-&-daman-&-diu,2021,4,362571,4107
dadra-&-nagar-haveli-&-daman-&-diu,2021,4,362540,2349
dadra-&-nagar-haveli-&-daman-&-diu,2021,4,396220,1084
dadra-&-nagar-haveli-&-daman-&-diu,2021,4,362570,360
dadra-&-nagar-haveli-&-daman-&-diu,2022,1,396230,208830
dadra-&-nagar-haveli-&-daman-&-diu,2022,1,396210,97488
dadra-&-nagar-haveli-&-daman-&-diu,2022,1,396215,56396
dadra-&-nagar-haveli-&-daman-&-diu,2022,1,396235,45747
dadra-&-nagar-haveli-&-daman-&-diu,2022,1,362520,7714
dadra-&-nagar-haveli-&-daman-&-diu,2022,1,362571,4360
dadra-&-nagar-haveli-&-daman-&-diu,2022,1,362540,2504
dadra-&-nagar-haveli-&-daman-&-diu,2022,1,396220,1145
dadra-&-nagar-haveli-&-daman-&-diu,2022,1,362570,386
dadra-&-nagar-haveli-&-daman-&-diu,2022,2,396230,220980
dadra-&-nagar-haveli-&-daman-&-diu,2022,2,396210,103014
dadra-&-nagar-haveli-&-daman-&-diu,2022,2,396215,59641
dadra-&-nagar-haveli-&-daman-&-diu,2022,2,396235,48364
dadra-&-nagar-haveli-&-daman-&-diu,2022,2,362520,8149
dadra-&-nagar-haveli-&-daman-&-diu,2022,2,362571,4611
dadra-&-nagar-haveli-&-daman-&-diu,2022,2,362540,2642
dadra-&-nagar-haveli-&-daman-&-diu,2022,2,396220,1206
dadra-&-nagar-haveli-&-daman-&-diu,2022,2,362570,409
dadra-&-nagar-haveli-&-daman-&-diu,2022,3,396230,233674
dadra-&-nagar-haveli-&-daman-&-diu,2022,3,396210,108872
dadra-&-nagar-haveli-&-daman-&-diu,2022,3,396215,63078
dadra-&-nagar-haveli-&-daman-&-diu,2022,3,396235,51249
dadra-&-nagar-haveli-&-daman-&-diu,2022,3,362520,8564
dadra-&-nagar-haveli-&-daman-&-diu,2022,3,362571,4883
dadra-&-nagar-haveli-&-daman-&-diu,2022,3,362540,2790
dadra-&-nagar-haveli-&-daman-&-diu,2022,3,396220,1269
dadra-&-nagar-haveli-&-daman-&-diu,2022,3,362570,428
dadra-&-nagar-haveli-&-daman-&-diu,2022,4,396230,246264
dadra-&-nagar-haveli-&-daman-&-diu,2022,4,396210,114561
dadra-&-nagar-haveli-&-daman-&-diu,2022,4,396215,66595
dadra-&-nagar-haveli-&-daman-&-diu,2022,4,396235,53953
dadra-&-nagar-haveli-&-daman-&-diu,2022,4,362520,8942
dadra-&-nagar-haveli-&-daman-&-diu,2022,4,362571,5114
dadra-&-nagar-haveli-&-daman-&-diu,2022,4,362540,2925
dadra-&-nagar-haveli-&-daman-&-diu,2022,4,396220,1325
dadra-&-nagar-haveli-&-daman-&-diu,2022,4,362570,446
delhi,2018,1,110059,95496
delhi,2018,1,110092,83600
delhi,2018,1,110085,61333
delhi,2018,1,110086,59970
delhi,2018,1,110044,55765
delhi,2018,1,110096,50625
delhi,2018,1,110041,47451
delhi,2018,1,110043,46307
delhi,2018,1,110084,44143
delhi,2018,1,110042,42647
delhi,2018,2,110059,124901
delhi,2018,2,110092,108175
delhi,2018,2,110086,79557
delhi,2018,2,110085,79225
delhi,2018,2,110044,73732
delhi,2018,2,110096,66744
delhi,2018,2,110041,63649
delhi,2018,2,110043,60887
delhi,2018,2,110084,57380
delhi,2018,2,110042,56366
delhi,2018,3,110059,156028
delhi,2018,3,110092,136676
delhi,2018,3,110085,101332
delhi,2018,3,110086,100850
delhi,2018,3,110044,91279
delhi,2018,3,110096,84164
delhi,2018,3,110041,80112
delhi,2018,3,110043,74435
delhi,2018,3,110084,71154
delhi,2018,3,110042,71056
delhi,2018,4,110059,206537
delhi,2018,4,110092,177133
delhi,2018,4,110086,133412
delhi,2018,4,110085,132600
delhi,2018,4,110044,121802
delhi,2018,4,110096,114255
delhi,2018,4,110041,106984
delhi,2018,4,110043,98358
delhi,2018,4,110042,95335
delhi,2018,4,110094,94322
delhi,2019,1,110059,246566
delhi,2019,1,110092,206805
delhi,2019,1,110086,158267
delhi,2019,1,110085,152640
delhi,2019,1,110044,145716
delhi,2019,1,110096,135423
delhi,2019,1,110041,129476
delhi,2019,1,110043,117835
delhi,2019,1,110094,114562
delhi,2019,1,110042,113898
delhi,2019,2,110059,274593
delhi,2019,2,110092,228546
delhi,2019,2,110086,177199
delhi,2019,2,110085,167307
delhi,2019,2,110044,162716
delhi,2019,2,110096,150097
delhi,2019,2,110041,146820
delhi,2019,2,110043,131498
delhi,2019,2,110094,130660
delhi,2019,2,110042,129008
delhi,2019,3,110059,300007
delhi,2019,3,110092,248727
delhi,2019,3,110086,194575
delhi,2019,3,110085,180186
delhi,2019,3,110044,178410
delhi,2019,3,110096,164301
delhi,2019,3,110041,163228
delhi,2019,3,110001,148352
delhi,2019,3,110094,146798
delhi,2019,3,110043,144276
delhi,2019,4,110059,320535
delhi,2019,4,110092,264380
delhi,2019,4,110086,209488
delhi,2019,4,110044,192424
delhi,2019,4,110085,189774
delhi,2019,4,110041,177838
delhi,2019,4,110096,176194
delhi,2019,4,110094,161096
delhi,2019,4,110001,160180
delhi,2019,4,110053,156000
delhi,2020,1,110059,342152
delhi,2020,1,110092,280039
delhi,2020,1,110086,226703
delhi,2020,1,110044,207511
delhi,2020,1,110085,200098
delhi,2020,1,110041,194243
delhi,2020,1,110096,187975
delhi,2020,1,110094,175645
delhi,2020,1,110001,171087
delhi,2020,1,110053,170522
delhi,2020,2,110059,365614
delhi,2020,2,110092,295000
delhi,2020,2,110086,246312
delhi,2020,2,110044,223161
delhi,2020,2,110041,211987
delhi,2020,2,110085,211869
delhi,2020,2,110096,199631
delhi,2020,2,110094,192135
delhi,2020,2,110053,186853
delhi,2020,2,110042,186007
delhi,2020,3,110059,393571
delhi,2020,3,110092,314384
delhi,2020,3,110086,267186
delhi,2020,3,110044,240937
delhi,2020,3,110041,231602
delhi,2020,3,110085,225882
delhi,2020,3,110096,213595
delhi,2020,3,110094,210508
delhi,2020,3,110053,205752
delhi,2020,3,110042,202151
delhi,2020,4,110059,423149
delhi,2020,4,110092,335783
delhi,2020,4,110086,288308
delhi,2020,4,110044,259476
delhi,2020,4,110041,252304
delhi,2020,4,110085,241334
delhi,2020,4,110094,230259
delhi,2020,4,110096,228635
delhi,2020,4,110053,226890
delhi,2020,4,110042,219941
delhi,2021,1,110059,454201
delhi,2021,1,110092,359376
delhi,2021,1,110086,310419
delhi,2021,1,110044,278606
delhi,2021,1,110041,272303
delhi,2021,1,110085,257921
delhi,2021,1,110094,248570
delhi,2021,1,110053,245562
delhi,2021,1,110096,245046
delhi,2021,1,110042,237271
delhi,2021,2,110059,485328
delhi,2021,2,110092,383095
delhi,2021,2,110086,332618
delhi,2021,2,110044,297678
delhi,2021,2,110041,291909
delhi,2021,2,110085,275085
delhi,2021,2,110094,266143
delhi,2021,2,110053,262977
delhi,2021,2,110096,261791
delhi,2021,2,110042,254105
delhi,2021,3,110059,520096
delhi,2021,3,110092,409520
delhi,2021,3,110086,357590
delhi,2021,3,110044,319096
delhi,2021,3,110041,314015
delhi,2021,3,110085,293937
delhi,2021,3,110094,285714
delhi,2021,3,110053,282380
delhi,2021,3,110096,280334
delhi,2021,3,110042,273110
delhi,2021,4,110059,555449
delhi,2021,4,110092,436075
delhi,2021,4,110086,382858
delhi,2021,4,110044,340833
delhi,2021,4,110041,336405
delhi,2021,4,110085,312819
delhi,2021,4,110094,305422
delhi,2021,4,110053,301988
delhi,2021,4,110096,299233
delhi,2021,4,110042,292597
delhi,2022,1,110059,588266
delhi,2022,1,110092,460951
delhi,2022,1,110086,406863
delhi,2022,1,110044,361314
delhi,2022,1,110041,357509
delhi,2022,1,110085,330413
delhi,2022,1,110094,324145
delhi,2022,1,110053,320362
delhi,2022,1,110096,316906
delhi,2022,1,110042,310672
delhi,2022,2,110059,619737
delhi,2022,2,110092,484816
delhi,2022,2,110086,429566
delhi,2022,2,110044,381041
delhi,2022,2,110041,377721
delhi,2022,2,110085,347243
delhi,2022,2,110094,341936
delhi,2022,2,110053,337770
delhi,2022,2,110096,333973
delhi,2022,2,110042,328052
delhi,2022,3,110059,652328
delhi,2022,3,110092,509260
delhi,2022,3,110086,453393
delhi,2022,3,110044,401386
delhi,2022,3,110041,398712
delhi,2022,3,110085,364644
delhi,2022,3,110094,360554
delhi,2022,3,110053,356138
delhi,2022,3,110096,351480
delhi,2022,3,110042,346285
delhi,2022,4,110059,685596
delhi,2022,4,110092,534009
delhi,2022,4,110086,477514
delhi,2022,4,110044,422192
delhi,2022,4,110041,419823
delhi,2022,4,110085,382113
delhi,2022,4,110094,379346
delhi,2022,4,110053,374689
delhi,2022,4,110096,369272
delhi,2022,4,110042,364573
goa,2018,1,403516,6466
goa,2018,1,403601,5251
goa,2018,1,403001,5240
goa,2018,1,403401,5138
goa,2018,1,403802,3850
goa,2018,1,403722,3844
goa,2018,1,403507,3831
goa,2018,1,403521,2841
goa,2018,1,403515,2443
goa,2018,1,403509,2386
goa,2018,2,403516,8301
goa,2018,2,403001,7089
goa,2018,2,403601,6974
goa,2018,2,403401,6685
goa,2018,2,403722,5343
goa,2018,2,403802,5119
goa,2018,2,403507,4991
goa,2018,2,403521,3804
goa,2018,2,403515,3277
goa,2018,2,403509,3077
goa,2018,3,403516,9997
goa,2018,3,403001,8932
goa,2018,3,403601,8721
goa,2018,3,403401,8256
goa,2018,3,403722,7084
goa,2018,3,403802,6453
goa,2018,3,403507,6272
goa,2018,3,403521,4797
goa,2018,3,403515,4153
goa,2018,3,403801,3775
goa,2018,4,403516,12486
goa,2018,4,403001,11471
goa,2018,4,403601,10977
goa,2018,4,403401,10356
goa,2018,4,403722,9148
goa,2018,4,403802,8151
goa,2018,4,403507,7980
goa,2018,4,403521,6106
goa,2018,4,403515,5194
goa,2018,4,403509,4753
goa,2019,1,403516,15021
goa,2019,1,403001,14063
goa,2019,1,403601,13406
goa,2019,1,403401,12431
goa,2019,1,403722,11012
goa,2019,1,403802,9859
goa,2019,1,403507,9777
goa,2019,1,403521,7471
goa,2019,1,403515,6247
goa,2019,1,403512,5763
goa,2019,2,403516,17020
goa,2019,2,403001,16546
goa,2019,2,403601,15906
goa,2019,2,403401,14462
goa,2019,2,403722,12443
goa,2019,2,403802,11642
goa,2019,2,403507,11602
goa,2019,2,403521,8708
goa,2019,2,403515,7164
goa,2019,2,403512,6805
goa,2019,3,403516,19191
goa,2019,3,403001,18952
goa,2019,3,403601,18205
goa,2019,3,403401,16425
goa,2019,3,403722,13795
goa,2019,3,403507,13252
goa,2019,3,403802,13185
goa,2019,3,403521,10022
goa,2019,3,403515,8059
goa,2019,3,403512,7853
goa,2019,4,403516,21230
goa,2019,4,403001,20952
goa,2019,4,403601,20128
goa,2019,4,403401,18284
goa,2019,4,403722,15231
goa,2019,4,403507,14800
goa,2019,4,403802,14490
goa,2019,4,403521,11139
goa,2019,4,403515,8917
goa,2019,4,403512,8854
goa,2020,1,403516,23160
goa,2020,1,403001,22905
goa,2020,1,403601,22252
goa,2020,1,403401,20276
goa,2020,1,403722,16611
goa,2020,1,403507,16487
goa,2020,1,403802,16084
goa,2020,1,403521,12266
goa,2020,1,403512,9989
goa,2020,1,403515,9727
goa,2020,2,403001,24693
goa,2020,2,403601,24596
goa,2020,2,403516,24526
goa,2020,2,403401,22379
goa,2020,2,403507,18333
goa,2020,2,403722,17947
goa,2020,2,403802,17824
goa,2020,2,403521,13409
goa,2020,2,403512,11037
goa,2020,2,403515,10353
goa,2020,3,403601,27208
goa,2020,3,403001,26737
goa,2020,3,403516,26198
goa,2020,3,403401,24797
goa,2020,3,403507,20441
goa,2020,3,403802,19674
goa,2020,3,403722,19552
goa,2020,3,403521,14524
goa,2020,3,403512,12307
goa,2020,3,403515,11111
goa,2020,4,403601,30363
goa,2020,4,403001,29484
goa,2020,4,403516,28745
goa,2020,4,403401,27577
goa,2020,4,403507,22919
goa,2020,4,403802,21866
goa,2020,4,403722,21365
goa,2020,4,403521,16004
goa,2020,4,403512,13802
goa,2020,4,403515,12169
goa,2021,1,403601,32812
goa,2021,1,403001,31639
goa,2021,1,403516,31109
goa,2021,1,403401,29759
goa,2021,1,403507,24789
goa,2021,1,403802,23590
goa,2021,1,403722,23019
goa,2021,1,403521,17278
goa,2021,1,403512,15009
goa,2021,1,403515,13117
goa,2021,2,403601,35016
goa,2021,2,403001,33753
goa,2021,2,403516,33166
goa,2021,2,403401,31770
goa,2021,2,403507,26546
goa,2021,2,403802,25160
goa,2021,2,403722,24578
goa,2021,2,403521,18403
goa,2021,2,403512,16035
goa,2021,2,403515,13992
goa,2021,3,403601,37507
goa,2021,3,403001,36113
goa,2021,3,403516,35395
goa,2021,3,403401,34083
goa,2021,3,403507,28444
goa,2021,3,403802,26955
goa,2021,3,403722,26342
goa,2021,3,403521,19690
goa,2021,3,403512,17249
goa,2021,3,403515,14917
goa,2021,4,403601,39985
goa,2021,4,403001,38489
goa,2021,4,403516,37615
goa,2021,4,403401,36388
goa,2021,4,403507,30339
goa,2021,4,403802,28748
goa,2021,4,403722,28215
goa,2021,4,403521,20963
goa,2021,4,403512,18476
goa,2021,4,403515,15851
goa,2022,1,403601,42284
goa,2022,1,403001,40658
goa,2022,1,403516,39737
goa,2022,1,403401,38530
goa,2022,1,403507,32152
goa,2022,1,403802,30460
goa,2022,1,403722,29946
goa,2022,1,403521,22153
goa,2022,1,403512,19621
goa,2022,1,403515,16746
goa,2022,2,403601,44524
goa,2022,2,403001,42745
goa,2022,2,403516,41711
goa,2022,2,403401,40592
goa,2022,2,403507,33849
goa,2022,2,403802,32057
goa,2022,2,403722,31588
goa,2022,2,403521,23291
goa,2022,2,403512,20688
goa,2022,2,403515,17575
goa,2022,3,403601,46781
goa,2022,3,403001,44871
goa,2022,3,403516,43715
goa,2022,3,403401,42722
goa,2022,3,403507,35584
goa,2022,3,403802,33724
goa,2022,3,403722,33341
goa,2022,3,403521,24473
goa,2022,3,403512,21788
goa,2022,3,403515,18401
goa,2022,4,403601,49007
goa,2022,4,403001,46997
goa,2022,4,403516,45745
goa,2022,4,403401,44729
goa,2022,4,403507,37261
goa,2022,4,403802,35405
goa,2022,4,403722,35057
goa,2022,4,403521,25628
goa,2022,4,403512,22733
goa,2022,4,403515,19246
gujarat,2018,1,395006,72275
gujarat,2018,1,395010,45734
gujarat,2018,1,395004,37825
gujarat,2018,1,382350,32292
gujarat,2018,1,394210,31969
gujarat,2018,1,395003,30787
gujarat,2018,1,382481,25321
gujarat,2018,1,395009,23628
gujarat,2018,1,396191,22824
gujarat,2018,1,382415,22742
gujarat,2018,2,395006,94500
gujarat,2018,2,395010,60175
gujarat,2018,2,395004,49139
gujarat,2018,2,394210,44190
gujarat,2018,2,382350,41644
gujarat,2018,2,395003,40881
gujarat,2018,2,382481,32292
gujarat,2018,2,396191,30464
gujarat,2018,2,395009,30378
gujarat,2018,2,382415,29895
gujarat,2018,3,395006,113391
gujarat,2018,3,395010,73560
gujarat,2018,3,395004,58525
gujarat,2018,3,394210,56563
gujarat,2018,3,395003,50366
gujarat,2018,3,382350,49974
gujarat,2018,3,396191,38490
gujarat,2018,3,382481,38313
gujarat,2018,3,395009,36563
gujarat,2018,3,382415,36510
gujarat,2018,4,395006,135881
gujarat,2018,4,395010,89595
gujarat,2018,4,394210,71909
gujarat,2018,4,395004,69666
gujarat,2018,4,382350,62863
gujarat,2018,4,395003,62164
gujarat,2018,4,382481,50895
gujarat,2018,4,396191,48467
gujarat,2018,4,382415,46926
gujarat,2018,4,395009,44962
gujarat,2019,1,395006,157558
gujarat,2019,1,395010,104683
gujarat,2019,1,394210,86656
gujarat,2019,1,395004,79826
gujarat,2019,1,382350,74106
gujarat,2019,1,395003,73240
gujarat,2019,1,382481,60080
gujarat,2019,1,396191,58289
gujarat,2019,1,382415,56346
gujarat,2019,1,382345,53663
gujarat,2019,2,395006,180042
gujarat,2019,2,395010,117410
gujarat,2019,2,394210,99259
gujarat,2019,2,395004,88490
gujarat,2019,2,382350,83582
gujarat,2019,2,395003,82557
gujarat,2019,2,382481,67372
gujarat,2019,2,396191,66034
gujarat,2019,2,382415,64402
gujarat,2019,2,382345,61531
gujarat,2019,3,395006,198132
gujarat,2019,3,395010,128538
gujarat,2019,3,394210,111163
gujarat,2019,3,395004,95896
gujarat,2019,3,382350,92274
gujarat,2019,3,395003,90925
gujarat,2019,3,382481,73913
gujarat,2019,3,396191,73506
gujarat,2019,3,382415,72158
gujarat,2019,3,382345,68940
gujarat,2019,4,395006,214322
gujarat,2019,4,395010,138999
gujarat,2019,4,394210,123670
gujarat,2019,4,395004,103138
gujarat,2019,4,382350,99646
gujarat,2019,4,395003,98804
gujarat,2019,4,396191,81666
gujarat,2019,4,382481,79158
gujarat,2019,4,382415,78997
gujarat,2019,4,382345,75408
gujarat,2020,1,395006,230047
gujarat,2020,1,395010,149506
gujarat,2020,1,394210,137283
gujarat,2020,1,395004,110684
gujarat,2020,1,395003,106915
gujarat,2020,1,382350,106647
gujarat,2020,1,396191,90365
gujarat,2020,1,382415,86315
gujarat,2020,1,382481,84353
gujarat,2020,1,382345,82048
gujarat,2020,2,395006,245129
gujarat,2020,2,395010,160784
gujarat,2020,2,394210,153681
gujarat,2020,2,395004,119752
gujarat,2020,2,395003,115539
gujarat,2020,2,382350,115202
gujarat,2020,2,396191,100064
gujarat,2020,2,382415,95250
gujarat,2020,2,382481,90515
gujarat,2020,2,382345,90259
gujarat,2020,3,395006,259468
gujarat,2020,3,395010,173062
gujarat,2020,3,394210,167802
gujarat,2020,3,395004,127956
gujarat,2020,3,395003,124692
gujarat,2020,3,382350,123709
gujarat,2020,3,396191,109788
gujarat,2020,3,382415,103846
gujarat,2020,3,382345,98070
gujarat,2020,3,382481,96759
gujarat,2020,4,395006,276969
gujarat,2020,4,395010,187103
gujarat,2020,4,394210,184572
gujarat,2020,4,395004,137335
gujarat,2020,4,395003,135529
gujarat,2020,4,382350,133012
gujarat,2020,4,396191,121067
gujarat,2020,4,382415,112726
gujarat,2020,4,382345,105910
gujarat,2020,4,382481,103359
gujarat,2021,1,395006,297048
gujarat,2021,1,395010,201470
gujarat,2021,1,394210,200058
gujarat,2021,1,395004,147473
gujarat,2021,1,395003,145856
gujarat,2021,1,382350,142849
gujarat,2021,1,396191,130996
gujarat,2021,1,382415,121750
gujarat,2021,1,382345,113956
gujarat,2021,1,385535,110989
gujarat,2021,2,395006,317597
gujarat,2021,2,395010,215717
gujarat,2021,2,394210,214776
gujarat,2021,2,395004,157608
gujarat,2021,2,395003,156006
gujarat,2021,2,382350,152795
gujarat,2021,2,396191,140329
gujarat,2021,2,382415,130437
gujarat,2021,2,382345,121975
gujarat,2021,2,385535,119329
gujarat,2021,3,395006,340436
gujarat,2021,3,395010,231725
gujarat,2021,3,394210,231353
gujarat,2021,3,395004,168968
gujarat,2021,3,395003,167307
gujarat,2021,3,382350,163762
gujarat,2021,3,396191,150868
gujarat,2021,3,382415,140098
gujarat,2021,3,382345,130967
gujarat,2021,3,385535,128886
gujarat,2021,4,395006,363595
gujarat,2021,4,394210,247983
gujarat,2021,4,395010,247597
gujarat,2021,4,395004,180294
gujarat,2021,4,395003,178606
gujarat,2021,4,382350,174821
gujarat,2021,4,396191,161460
gujarat,2021,4,382415,149751
gujarat,2021,4,382345,139819
gujarat,2021,4,385535,138286
gujarat,2022,1,395006,385040
gujarat,2022,1,394210,263596
gujarat,2022,1,395010,262287
gujarat,2022,1,395004,190769
gujarat,2022,1,395003,189101
gujarat,2022,1,382350,185001
gujarat,2022,1,396191,171443
gujarat,2022,1,382415,158818
gujarat,2022,1,382345,148068
gujarat,2022,1,385535,147477
gujarat,2022,2,395006,405477
gujarat,2022,2,394210,278453
gujarat,2022,2,395010,276339
gujarat,2022,2,395004,200828
gujarat,2022,2,395003,199079
gujarat,2022,2,382350,194725
gujarat,2022,2,396191,180851
gujarat,2022,2,382415,167419
gujarat,2022,2,385535,156144
gujarat,2022,2,382345,155908
gujarat,2022,3,395006,426968
gujarat,2022,3,394210,294155
gujarat,2022,3,395010,290935
gujarat,2022,3,395004,211361
gujarat,2022,3,395003,209495
gujarat,2022,3,382350,204832
gujarat,2022,3,396191,190805
gujarat,2022,3,382415,176390
gujarat,2022,3,385535,164910
gujarat,2022,3,382345,164109
gujarat,2022,4,395006,448463
gujarat,2022,4,394210,309875
gujarat,2022,4,395010,305674
gujarat,2022,4,395004,221859
gujarat,2022,4,395003,219947
gujarat,2022,4,382350,214911
gujarat,2022,4,396191,200547
gujarat,2022,4,382415,185450
gujarat,2022,4,385535,173196
